,age,gender,category,amount,fraud
54786,0,F,es_food,3.48,0
29756,2,F,es_transportation,8.38,0
125365,4,F,es_transportation,43.75,0
359829,3,M,es_transportation,38.61,0
84137,1,M,es_transportation,26.89,0
62313,2,F,es_transportation,69.56,0
216258,3,M,es_transportation,32.22,0
434856,1,M,es_transportation,28.64,0
245871,3,M,es_food,74.37,0
12888,3,F,es_transportation,44.76,0
75193,2,F,es_transportation,59.44,0
452853,2,F,es_transportation,20.0,0
211101,2,F,es_transportation,44.41,0
11861,2,M,es_transportation,31.53,0
192135,3,M,es_transportation,61.57,0
16841,1,F,es_transportation,61.11,0
182442,2,F,es_transportation,11.53,0
538077,4,F,es_transportation,33.66,0
269693,2,F,es_transportation,12.56,0
446627,5,F,es_health,76.31,0
72208,2,F,es_transportation,48.89,0
426587,2,M,es_transportation,3.63,0
463431,3,M,es_transportation,5.53,0
173425,4,M,es_transportation,19.52,0
552249,5,M,es_tech,24.93,0
214931,3,M,es_transportation,47.94,0
212339,2,F,es_transportation,7.46,0
194770,2,M,es_food,11.98,0
104020,3,M,es_transportation,14.66,0
281959,2,M,es_transportation,10.24,0
426188,1,M,es_transportation,7.01,0
391549,1,F,es_transportation,18.4,0
186883,5,M,es_tech,36.82,0
239416,2,M,es_transportation,6.63,0
192312,2,F,es_transportation,16.45,0
129499,3,F,es_transportation,44.88,0
385920,6,F,es_transportation,27.7,0
397800,3,M,es_transportation,8.34,0
60748,1,F,es_transportation,39.39,0
200373,2,F,es_transportation,21.65,0
407879,4,F,es_transportation,49.09,0
545560,5,F,es_transportation,20.57,0
299268,6,M,es_transportation,19.41,0
514963,4,F,es_transportation,17.17,0
128963,3,M,es_transportation,16.24,0
379367,3,F,es_transportation,15.38,0
156679,6,M,es_transportation,42.11,0
25567,2,M,es_health,164.28,0
357399,2,M,es_transportation,50.24,0
13611,3,F,es_transportation,26.34,0
556354,4,M,es_transportation,39.13,0
427888,3,M,es_transportation,45.73,0
122344,6,F,es_transportation,21.7,0
407981,1,M,es_transportation,13.05,0
24505,2,F,es_transportation,1.0997999999999999,0
72482,5,F,es_transportation,22.68,0
457830,3,F,es_transportation,30.3,0
83989,4,M,es_transportation,17.42,0
417589,4,M,es_transportation,47.87,0
133191,5,F,es_health,17.89,0
71591,4,M,es_transportation,30.44,0
258868,2,F,es_transportation,15.48,0
405303,2,F,es_wellnessandbeauty,158.69,0
364435,4,F,es_transportation,2.24,0
64391,6,F,es_transportation,17.99,0
367451,4,M,es_transportation,26.31,0
262630,2,F,es_transportation,35.41,0
335927,2,F,es_transportation,21.51,0
446933,2,F,es_transportation,15.18,0
410383,3,F,es_transportation,33.31,0
562024,6,F,es_food,19.45,0
196283,2,M,es_transportation,53.51,0
178495,5,M,es_transportation,50.78,0
312968,1,M,es_transportation,33.53,0
187413,5,M,es_transportation,56.02,0
20458,1,F,es_hyper,33.44,0
212971,2,F,es_transportation,11.08,0
28637,2,F,es_transportation,40.42,0
58500,4,M,es_transportation,19.89,0
108528,2,F,es_transportation,33.05,0
131801,1,M,es_transportation,50.62,0
256144,4,M,es_transportation,1.25,0
69483,2,F,es_transportation,30.36,0
225837,3,F,es_transportation,39.7,0
236685,3,M,es_transportation,52.51,0
459567,3,M,es_transportation,17.52,0
445213,5,F,es_transportation,12.06,0
343612,2,M,es_transportation,37.87,0
38795,2,F,es_transportation,6.41,0
534733,0,F,es_transportation,45.74,0
154162,5,M,es_transportation,22.92,0
395099,3,F,es_transportation,14.45,0
564113,2,F,es_food,21.69,0
577570,4,F,es_transportation,5.0,0
120162,2,F,es_transportation,31.97,0
116942,2,M,es_transportation,23.66,0
19400,3,M,es_transportation,64.95,0
550307,3,M,es_food,84.54,0
349435,3,M,es_transportation,31.91,0
593925,5,F,es_transportation,18.87,0
286561,2,M,es_transportation,47.82,0
32195,5,F,es_transportation,7.29,0
388985,1,F,es_transportation,8.81,0
32339,4,M,es_transportation,26.23,0
10416,5,F,es_hyper,31.77,0
460026,6,F,es_transportation,60.69,0
114954,3,M,es_contents,2.39,0
23661,1,M,es_transportation,33.44,0
65915,2,F,es_health,43.01,0
361753,5,M,es_transportation,43.0,0
140513,4,F,es_transportation,9.48,0
257241,1,M,es_transportation,35.97,0
57441,2,M,es_transportation,45.97,0
432564,4,M,es_transportation,32.87,0
562088,6,F,es_transportation,39.49,0
459074,0,M,es_transportation,20.45,0
280957,3,F,es_transportation,51.77,0
391425,2,F,es_transportation,7.62,0
127174,3,F,es_transportation,12.91,0
281493,3,M,es_transportation,7.28,0
527600,2,M,es_transportation,31.55,0
338890,6,M,es_transportation,1.0997999999999999,0
403548,6,F,es_transportation,26.77,0
281322,3,M,es_transportation,8.44,0
251726,2,F,es_transportation,55.64,0
396598,1,F,es_transportation,24.35,0
518381,5,F,es_transportation,12.45,0
516564,6,F,es_transportation,17.09,0
12001,2,M,es_transportation,8.67,0
584625,4,M,es_transportation,22.46,0
266034,6,M,es_transportation,14.45,0
325242,4,F,es_transportation,29.68,0
453970,1,M,es_transportation,25.69,0
533345,4,F,es_transportation,6.69,0
5100,4,M,es_transportation,16.38,0
195633,3,M,es_transportation,14.88,0
353389,3,M,es_transportation,6.89,0
330066,5,M,es_sportsandtoys,9.21,0
12255,1,M,es_transportation,52.46,0
365606,6,F,es_transportation,41.76,0
480626,2,F,es_transportation,20.2,0
393944,2,F,es_transportation,9.97,0
536242,2,F,es_transportation,17.68,0
216598,2,F,es_transportation,83.29,0
167772,1,M,es_transportation,51.22,0
260329,1,M,es_transportation,45.34,0
150035,6,M,es_transportation,31.4,0
572806,2,F,es_transportation,9.69,0
345517,3,F,es_transportation,23.66,0
568009,4,F,es_transportation,25.99,0
568756,4,M,es_food,65.96,0
357100,4,M,es_transportation,32.53,0
45553,3,F,es_transportation,46.43,0
6587,3,F,es_transportation,19.4,0
331297,2,M,es_transportation,26.3,0
570559,5,M,es_transportation,38.25,0
353144,4,M,es_transportation,70.89,0
117612,3,F,es_transportation,10.02,0
130136,3,F,es_hyper,50.47,0
113785,2,F,es_transportation,5.28,0
418917,5,F,es_transportation,15.93,0
44824,1,M,es_transportation,3.61,0
230357,3,F,es_health,130.96,0
199127,2,F,es_transportation,2.44,0
548694,6,F,es_barsandrestaurants,76.65,0
113000,5,F,es_transportation,38.75,0
86882,2,F,es_transportation,23.01,0
80261,5,M,es_transportation,6.75,0
401148,2,F,es_food,51.64,0
520153,1,F,es_transportation,21.15,0
248666,2,F,es_transportation,4.09,0
252154,2,M,es_transportation,50.29,0
501139,1,F,es_transportation,17.62,0
538632,1,M,es_transportation,14.05,0
63912,5,F,es_transportation,27.9,0
22062,4,M,es_transportation,55.44,0
463847,3,F,es_transportation,4.86,0
53293,2,M,es_transportation,30.42,0
535764,3,F,es_transportation,48.03,0
79216,5,F,es_transportation,11.67,0
538786,4,F,es_transportation,9.98,0
377712,2,M,es_transportation,52.52,0
440258,5,F,es_transportation,35.16,0
137306,3,M,es_fashion,25.36,0
584776,4,F,es_transportation,1.0997999999999999,0
278703,2,M,es_transportation,1.0997999999999999,0
358911,3,F,es_transportation,4.74,0
284827,2,F,es_wellnessandbeauty,38.42,0
228952,5,F,es_transportation,5.96,0
90465,6,M,es_transportation,40.03,0
512050,3,M,es_transportation,29.33,0
173850,1,M,es_transportation,1.17,0
412817,4,F,es_transportation,66.77,0
507917,1,F,es_transportation,1.67,0
331805,5,M,es_transportation,6.16,0
556896,2,F,es_transportation,14.1,0
84391,3,F,es_transportation,31.37,0
1121,6,F,es_wellnessandbeauty,48.5,0
186416,2,M,es_transportation,14.47,0
404955,4,F,es_food,21.17,0
482729,4,F,es_transportation,19.6,0
442708,2,M,es_transportation,21.87,0
190550,4,F,es_transportation,1.0997999999999999,0
34609,4,F,es_wellnessandbeauty,42.23,0
148769,2,M,es_food,10.5,0
386458,2,F,es_transportation,5.06,0
169293,5,F,es_transportation,21.45,0
259059,4,M,es_food,31.5,0
525505,5,F,es_transportation,41.99,0
310633,1,M,es_transportation,32.55,0
436171,4,F,es_transportation,9.12,0
535067,2,M,es_transportation,15.71,0
499068,2,F,es_hyper,31.32,0
450241,5,F,es_transportation,28.64,0
164563,3,F,es_transportation,9.05,0
312465,3,M,es_transportation,33.64,0
514602,4,F,es_transportation,25.47,0
146724,2,M,es_transportation,35.96,0
455489,4,M,es_transportation,3.05,0
252562,2,F,es_transportation,41.48,0
496985,3,F,es_transportation,40.03,0
243802,6,F,es_transportation,43.78,0
222018,2,F,es_transportation,45.47,0
30098,2,M,es_transportation,63.58,0
537553,5,F,es_health,126.89,0
50009,5,F,es_transportation,54.68,0
64009,1,F,es_transportation,7.82,0
489037,4,M,es_barsandrestaurants,6.9,0
211350,2,M,es_transportation,17.4,0
230738,5,M,es_transportation,38.77,0
416052,2,M,es_food,13.19,0
354322,1,M,es_transportation,36.34,0
116556,5,F,es_transportation,49.15,0
416566,2,M,es_transportation,26.76,0
245936,2,F,es_transportation,27.13,0
440627,3,M,es_transportation,24.0,0
62634,2,F,es_transportation,41.92,0
428466,6,F,es_transportation,27.94,0
200084,3,M,es_transportation,24.9,0
382938,2,F,es_health,153.55,0
305617,2,M,es_transportation,69.29,0
584102,4,M,es_transportation,7.67,0
375388,5,M,es_transportation,13.3,0
263544,1,F,es_transportation,18.66,0
130706,2,F,es_transportation,18.03,0
335547,5,F,es_transportation,15.97,0
423296,5,F,es_transportation,25.75,0
153518,3,F,es_transportation,28.69,0
320930,3,F,es_transportation,34.88,0
505509,3,M,es_transportation,31.47,0
57680,2,M,es_transportation,46.01,0
284290,3,M,es_transportation,17.6,0
217766,4,M,es_transportation,15.33,0
455460,3,M,es_transportation,36.65,0
129103,3,F,es_food,41.27,0
195914,3,F,es_transportation,38.46,0
538227,3,M,es_transportation,51.19,0
271999,2,M,es_transportation,28.12,0
121810,3,F,es_transportation,10.0,0
515128,2,M,es_transportation,1.0997999999999999,0
111760,2,M,es_transportation,34.64,0
397611,2,M,es_transportation,7.03,0
229167,6,M,es_transportation,31.89,0
396926,4,F,es_transportation,1.0997999999999999,0
108801,3,F,es_transportation,34.43,0
72743,4,F,es_transportation,1.88,0
69706,3,F,es_transportation,48.75,0
349776,2,M,es_transportation,66.24,0
504763,2,F,es_transportation,35.59,0
21016,3,M,es_barsandrestaurants,8.61,0
577383,4,F,es_food,50.07,0
458944,5,F,es_transportation,48.0,0
324693,2,F,es_food,4.29,0
143976,3,F,es_transportation,53.73,0
331086,4,F,es_transportation,29.89,0
271416,2,M,es_transportation,7.47,0
388874,4,M,es_transportation,2.38,0
318629,6,F,es_transportation,55.95,0
205608,4,F,es_transportation,33.99,0
345010,3,M,es_transportation,26.58,0
466742,4,M,es_transportation,50.82,0
39852,2,F,es_transportation,16.13,0
499729,2,F,es_food,53.12,0
532933,4,M,es_transportation,5.75,0
264943,5,F,es_transportation,35.81,0
393273,3,F,es_transportation,22.94,0
8496,2,F,es_transportation,29.63,0
15734,5,M,es_transportation,31.98,0
303058,1,M,es_transportation,11.28,0
303523,3,M,es_transportation,35.64,0
268057,2,F,es_transportation,28.15,0
59330,2,M,es_transportation,31.01,0
113100,2,M,es_wellnessandbeauty,90.45,0
524774,3,F,es_transportation,36.63,0
231924,3,F,es_transportation,14.85,0
530835,4,M,es_transportation,6.24,0
272638,4,F,es_hyper,70.56,0
283994,2,M,es_transportation,8.37,0
237466,3,F,es_transportation,18.18,0
586544,5,M,es_transportation,45.47,0
205135,3,F,es_transportation,53.12,0
376250,4,F,es_food,25.3,0
429186,2,F,es_transportation,11.9,0
587524,2,F,es_transportation,48.04,0
94252,3,F,es_transportation,4.96,0
269328,2,M,es_transportation,23.08,0
434073,2,F,es_transportation,9.79,0
90153,2,F,es_transportation,37.1,0
145058,3,F,es_transportation,20.44,0
16978,2,F,es_transportation,15.6,0
127033,3,F,es_transportation,1.0997999999999999,0
83296,2,M,es_barsandrestaurants,35.72,0
91552,4,M,es_transportation,14.51,0
82659,5,M,es_transportation,2.68,0
500464,6,F,es_transportation,35.63,0
540784,2,M,es_transportation,33.7,0
500322,4,M,es_transportation,30.17,0
300936,5,M,es_transportation,31.04,0
86314,4,M,es_transportation,53.29,0
24827,2,F,es_transportation,20.34,0
213592,4,M,es_transportation,31.32,0
246121,4,F,es_transportation,28.57,0
426791,4,M,es_transportation,18.69,0
68772,4,F,es_transportation,2.34,0
523104,2,M,es_transportation,54.96,0
360017,5,M,es_food,23.92,0
333799,4,M,es_transportation,56.3,0
242011,5,M,es_transportation,22.31,0
528444,5,F,es_transportation,32.23,0
503011,5,F,es_transportation,24.94,0
377744,1,F,es_transportation,5.47,0
591368,3,F,es_transportation,34.81,0
25932,3,F,es_transportation,20.3,0
414713,2,M,es_transportation,27.77,0
499566,3,M,es_transportation,24.71,0
309365,3,F,es_health,53.71,0
581225,4,M,es_transportation,80.42,0
165458,5,M,es_transportation,25.06,0
228627,1,F,es_transportation,56.91,0
52812,3,M,es_food,39.08,0
466019,3,F,es_transportation,17.93,0
539169,1,F,es_transportation,30.95,0
508663,1,F,es_transportation,12.76,0
81772,3,F,es_transportation,42.73,0
314822,2,F,es_wellnessandbeauty,76.72,0
357747,2,M,es_transportation,14.02,0
203436,2,M,es_transportation,53.8,0
538301,4,F,es_food,1.99,0
203994,4,F,es_transportation,19.18,0
178064,2,M,es_transportation,28.77,0
166017,4,M,es_transportation,3.51,0
389817,1,M,es_transportation,1.18,0
326872,3,F,es_transportation,12.27,0
163880,U,E,es_transportation,31.12,0
313294,2,M,es_transportation,10.4,0
304564,3,F,es_transportation,52.97,0
192888,2,F,es_wellnessandbeauty,5.3,0
143376,2,M,es_transportation,1.0997999999999999,0
225788,2,F,es_transportation,18.28,0
409455,3,F,es_transportation,2.89,0
7690,U,E,es_transportation,18.59,0
298721,2,F,es_transportation,43.32,0
409042,4,F,es_transportation,54.36,0
452657,2,M,es_transportation,24.53,0
361326,2,F,es_transportation,40.56,0
496135,2,M,es_transportation,29.5,0
246197,2,F,es_transportation,48.86,0
403898,4,M,es_transportation,2.73,0
311450,4,F,es_transportation,36.11,0
439466,5,F,es_transportation,73.16,0
73290,5,F,es_transportation,13.46,0
480539,2,F,es_transportation,24.34,0
386417,2,M,es_transportation,53.37,0
34054,1,M,es_transportation,13.97,0
585106,2,F,es_transportation,5.16,0
221651,4,M,es_transportation,6.28,0
274645,3,F,es_transportation,55.86,0
533290,5,M,es_transportation,50.32,0
249077,1,F,es_transportation,49.12,0
481799,4,M,es_transportation,10.8,0
8998,1,M,es_health,10.04,0
208200,2,F,es_transportation,1.15,0
153126,2,F,es_transportation,31.39,0
78610,1,F,es_transportation,24.42,0
288786,3,F,es_transportation,34.41,0
42075,3,F,es_transportation,57.91,0
361573,2,F,es_transportation,31.26,0
349013,4,F,es_transportation,21.87,0
272177,5,F,es_transportation,15.89,0
228997,4,F,es_transportation,3.88,0
99312,6,F,es_transportation,35.26,0
302967,5,M,es_transportation,33.26,0
10825,4,M,es_wellnessandbeauty,44.07,0
95440,2,M,es_transportation,28.68,0
582732,3,F,es_transportation,3.86,0
282543,2,F,es_health,235.4,0
290932,4,M,es_food,14.93,0
239172,1,M,es_transportation,22.77,0
69528,4,F,es_fashion,2.94,0
140832,3,F,es_transportation,32.66,0
16698,2,F,es_barsandrestaurants,19.16,0
115136,2,M,es_transportation,33.1,0
400533,4,M,es_transportation,40.35,0
558667,2,F,es_food,18.0,0
550465,4,M,es_transportation,11.72,0
141690,3,F,es_health,93.02,0
98632,3,F,es_transportation,24.06,0
425627,4,M,es_transportation,30.89,0
123518,5,F,es_barsandrestaurants,10.76,0
41560,5,M,es_transportation,31.36,0
351724,2,M,es_transportation,3.76,0
230063,4,F,es_transportation,7.0,0
471995,2,M,es_transportation,36.22,0
509178,2,F,es_transportation,52.41,0
56312,2,M,es_transportation,33.66,0
495015,3,F,es_transportation,9.25,0
284551,3,F,es_health,124.0,0
44788,2,M,es_transportation,15.34,0
514019,4,M,es_transportation,8.14,0
174347,1,F,es_transportation,29.42,0
337686,2,F,es_barsandrestaurants,39.98,0
401235,5,F,es_transportation,60.42,0
454485,1,M,es_transportation,32.73,0
453562,2,M,es_transportation,36.59,0
517067,3,F,es_transportation,26.78,0
214175,4,F,es_transportation,51.75,0
390689,3,F,es_transportation,41.68,0
141495,3,F,es_transportation,30.44,0
96226,4,M,es_transportation,34.45,0
415008,4,F,es_transportation,8.45,0
71307,4,F,es_transportation,27.66,0
90101,2,F,es_transportation,25.19,0
319294,2,F,es_transportation,7.23,0
25592,3,F,es_transportation,29.9,0
116247,2,M,es_transportation,1.0997999999999999,0
582510,4,F,es_transportation,25.97,0
10676,2,F,es_transportation,7.54,0
308782,1,M,es_transportation,42.62,0
256504,2,M,es_transportation,17.4,0
536760,1,M,es_transportation,40.05,0
151306,4,F,es_transportation,37.07,0
268086,3,M,es_transportation,31.81,0
266348,2,M,es_transportation,50.27,0
450483,3,F,es_transportation,43.22,0
183666,1,F,es_transportation,1.69,0
490041,2,M,es_transportation,2.69,0
553602,2,F,es_food,61.06,0
575631,3,M,es_transportation,37.54,0
271110,3,M,es_transportation,25.45,0
174321,4,F,es_transportation,15.97,0
477407,2,F,es_transportation,1.0997999999999999,0
576417,5,F,es_transportation,56.22,0
240681,1,F,es_transportation,31.76,0
13,5,M,es_transportation,20.32,0
192993,4,F,es_transportation,25.34,0
287944,1,F,es_transportation,7.19,0
340736,1,F,es_transportation,25.69,0
94840,4,M,es_transportation,40.28,0
56929,2,F,es_transportation,16.16,0
253310,1,F,es_food,18.97,0
26111,1,F,es_food,12.78,0
242541,2,M,es_transportation,50.7,0
559182,2,F,es_transportation,66.97,0
318732,3,M,es_transportation,30.35,0
348474,3,F,es_transportation,37.42,0
379589,2,F,es_transportation,13.7,0
204746,3,M,es_transportation,1.18,0
167854,2,M,es_transportation,25.89,0
437335,2,M,es_transportation,14.82,0
376673,4,F,es_transportation,22.51,0
540082,2,F,es_food,45.07,0
11713,5,M,es_transportation,37.8,0
515798,2,M,es_transportation,10.56,0
571926,3,F,es_transportation,20.01,0
290135,2,F,es_transportation,37.34,0
313073,3,F,es_transportation,19.9,0
12134,3,F,es_transportation,10.91,0
237849,2,F,es_transportation,43.88,0
136682,3,F,es_transportation,11.81,0
548349,2,M,es_transportation,1.0997999999999999,0
554967,1,M,es_transportation,26.12,0
397582,2,F,es_transportation,22.97,0
407297,2,M,es_transportation,10.39,0
395105,3,F,es_wellnessandbeauty,100.83,0
528784,5,M,es_transportation,36.11,0
8467,2,M,es_transportation,20.89,0
294219,2,F,es_transportation,65.05,0
397383,3,M,es_transportation,21.09,0
466061,2,M,es_transportation,6.85,0
175052,2,M,es_transportation,46.54,0
120536,6,F,es_transportation,12.92,0
455475,3,M,es_transportation,20.73,0
93628,5,M,es_transportation,15.1,0
174279,2,M,es_transportation,20.43,0
512414,3,M,es_transportation,49.22,0
331824,2,M,es_health,149.59,0
296029,2,F,es_food,14.44,0
586181,2,F,es_transportation,43.22,0
523240,1,F,es_transportation,21.21,0
122845,1,F,es_sportsandtoys,81.95,0
449621,0,M,es_barsandrestaurants,27.66,0
425660,3,M,es_fashion,181.24,0
103091,5,F,es_transportation,56.6,0
230640,3,F,es_transportation,7.53,0
349203,3,M,es_transportation,6.54,0
555823,4,F,es_transportation,34.32,0
189284,4,F,es_food,16.0,0
437363,2,M,es_transportation,13.78,0
514612,2,M,es_transportation,4.16,0
129348,2,F,es_transportation,8.64,0
291128,2,M,es_transportation,52.25,0
189780,3,F,es_transportation,12.45,0
58243,3,M,es_transportation,26.36,0
551880,2,M,es_transportation,18.37,0
143155,4,M,es_transportation,63.31,0
57868,3,F,es_transportation,40.79,0
234165,4,M,es_hotelservices,144.1,0
453958,3,F,es_transportation,48.42,0
17213,3,F,es_transportation,22.09,0
18099,5,M,es_transportation,8.25,0
188620,4,F,es_transportation,2.41,0
93811,4,M,es_transportation,23.62,0
288862,4,M,es_transportation,22.17,0
503742,2,M,es_transportation,32.63,0
575437,4,F,es_transportation,15.75,0
572931,2,F,es_transportation,43.91,0
167962,2,F,es_health,197.29,0
341782,6,F,es_transportation,70.32,0
93386,3,F,es_transportation,36.11,0
432955,2,M,es_transportation,36.16,0
493657,3,M,es_transportation,21.27,0
102863,2,M,es_transportation,48.17,0
69446,3,M,es_transportation,38.67,0
460894,4,M,es_transportation,25.79,0
136929,2,F,es_transportation,27.14,0
261636,4,F,es_transportation,23.51,0
25864,1,F,es_transportation,41.62,0
154333,4,F,es_transportation,1.57,0
429366,4,M,es_transportation,7.18,0
430365,3,M,es_transportation,22.52,0
95635,2,F,es_transportation,11.21,0
163161,4,F,es_transportation,33.59,0
495956,3,M,es_transportation,22.11,0
475565,2,F,es_transportation,21.98,0
544927,2,M,es_wellnessandbeauty,33.8,0
342310,4,F,es_transportation,17.5,0
481680,4,M,es_transportation,3.45,0
277054,6,M,es_transportation,40.62,0
379328,3,F,es_transportation,15.9,0
157274,5,M,es_transportation,15.38,0
405539,2,F,es_transportation,15.39,0
235892,3,F,es_transportation,37.93,0
405378,3,F,es_transportation,29.77,0
266849,2,M,es_transportation,86.8,0
158352,1,F,es_transportation,45.45,0
492271,3,M,es_transportation,1.73,0
487077,4,F,es_transportation,24.16,0
403151,6,M,es_transportation,13.45,0
157459,6,F,es_transportation,3.57,0
371229,5,F,es_transportation,11.35,0
15579,2,F,es_transportation,27.97,0
326653,4,F,es_transportation,48.92,0
145062,5,F,es_transportation,8.92,0
50438,2,F,es_transportation,66.92,0
73227,6,F,es_transportation,18.14,0
389910,2,M,es_transportation,21.83,0
276248,2,F,es_transportation,18.54,0
535419,3,F,es_transportation,10.61,0
170572,4,F,es_transportation,21.37,0
407765,1,F,es_transportation,42.68,0
93950,2,M,es_transportation,1.0997999999999999,0
356529,2,F,es_transportation,12.27,0
359446,6,M,es_transportation,41.48,0
547543,5,F,es_wellnessandbeauty,5.86,0
386588,2,F,es_transportation,15.16,0
517603,5,M,es_food,79.65,0
461239,2,F,es_health,51.73,0
397929,2,M,es_transportation,39.71,0
315836,2,M,es_transportation,14.23,0
48005,2,F,es_wellnessandbeauty,39.87,0
570360,1,M,es_transportation,27.93,0
205627,2,F,es_transportation,42.38,0
218697,3,F,es_transportation,25.27,0
521705,3,M,es_transportation,8.6,0
338464,2,F,es_transportation,20.87,0
305820,3,M,es_food,81.48,0
322864,2,M,es_transportation,54.12,0
531932,6,M,es_transportation,18.21,0
300133,2,M,es_transportation,12.22,0
467480,4,M,es_health,11.65,0
451907,2,M,es_transportation,21.37,0
36322,2,F,es_transportation,9.7,0
429510,2,M,es_transportation,31.96,0
161906,5,F,es_transportation,8.34,0
354468,3,M,es_transportation,15.34,0
268678,6,M,es_hyper,45.85,0
151808,2,F,es_transportation,54.11,0
588897,2,F,es_transportation,15.49,0
445606,1,F,es_transportation,38.43,0
566835,5,M,es_transportation,34.14,0
523551,1,F,es_transportation,16.3,0
222264,4,F,es_wellnessandbeauty,14.91,0
519868,5,M,es_transportation,42.71,0
554293,5,F,es_transportation,9.81,0
432977,3,M,es_transportation,22.81,0
240298,5,M,es_transportation,11.1,0
9522,2,F,es_transportation,17.85,0
37623,4,M,es_transportation,12.33,0
300646,4,F,es_transportation,58.39,0
422618,2,F,es_transportation,18.23,0
307277,2,M,es_transportation,18.47,0
337375,5,M,es_transportation,5.73,0
481107,4,M,es_transportation,10.47,0
88650,2,M,es_transportation,15.81,0
270838,4,F,es_transportation,25.06,0
477322,3,M,es_transportation,58.39,0
234069,1,M,es_transportation,50.83,0
19894,3,F,es_transportation,7.12,0
380183,2,F,es_transportation,9.19,0
383926,2,M,es_transportation,25.86,0
207081,5,M,es_transportation,13.41,0
369710,6,F,es_transportation,9.8,0
410207,3,F,es_transportation,23.56,0
286474,3,M,es_transportation,12.08,0
338894,4,M,es_transportation,29.57,0
335903,3,M,es_transportation,34.16,0
369675,6,F,es_transportation,68.59,0
168948,2,F,es_fashion,130.36,0
48122,4,M,es_transportation,24.93,0
577017,2,M,es_health,117.38,0
37868,5,F,es_transportation,1.85,0
594438,2,F,es_transportation,58.86,0
90857,3,F,es_transportation,33.79,0
279561,4,M,es_transportation,38.68,0
151754,2,F,es_transportation,7.41,0
255910,6,F,es_transportation,13.25,0
470983,4,F,es_transportation,52.99,0
387191,3,M,es_transportation,17.61,0
195761,4,M,es_transportation,26.6,0
413045,3,M,es_health,201.81,0
108053,2,M,es_transportation,11.77,0
360841,3,F,es_food,29.84,0
257890,2,M,es_transportation,20.53,0
279173,3,M,es_barsandrestaurants,61.32,0
22937,4,F,es_transportation,7.53,0
357042,3,M,es_transportation,24.84,0
50125,3,M,es_transportation,1.0997999999999999,0
142312,5,F,es_transportation,2.91,0
525708,4,F,es_transportation,4.93,0
427901,4,F,es_transportation,20.84,0
369746,4,M,es_transportation,3.7,0
526105,1,F,es_tech,45.24,0
259932,3,F,es_transportation,7.46,0
144739,3,F,es_transportation,28.73,0
106531,3,F,es_transportation,9.5,0
423270,2,F,es_transportation,30.13,0
245302,4,F,es_wellnessandbeauty,26.78,0
23260,3,M,es_transportation,12.52,0
129400,4,F,es_food,20.28,0
216119,4,F,es_transportation,29.32,0
44065,3,F,es_wellnessandbeauty,95.0,0
389490,5,F,es_transportation,1.23,0
540217,3,F,es_transportation,17.66,0
308894,4,F,es_transportation,22.79,0
297232,4,M,es_transportation,39.33,0
264801,3,F,es_transportation,42.58,0
76270,2,F,es_transportation,44.84,0
152141,3,M,es_transportation,36.11,0
130461,3,M,es_health,7.99,0
152011,4,M,es_hyper,17.31,0
5629,2,F,es_transportation,44.23,0
315984,4,M,es_transportation,41.64,0
111031,5,F,es_transportation,67.56,0
574270,2,M,es_transportation,23.56,0
195211,5,F,es_wellnessandbeauty,34.02,0
79373,4,M,es_transportation,14.85,0
204278,2,M,es_transportation,33.02,0
571414,3,M,es_barsandrestaurants,74.6,0
488365,1,F,es_transportation,21.09,0
56379,2,F,es_transportation,39.07,0
389189,3,M,es_transportation,14.82,0
133383,4,F,es_transportation,13.93,0
14525,2,M,es_transportation,10.24,0
48021,5,M,es_transportation,28.82,0
153485,5,M,es_transportation,43.11,0
110694,2,M,es_wellnessandbeauty,98.24,0
173267,2,F,es_transportation,5.79,0
83675,2,F,es_transportation,11.25,0
389260,1,M,es_transportation,15.41,0
75011,1,F,es_transportation,46.63,0
311012,4,M,es_transportation,36.18,0
299870,3,M,es_transportation,46.79,0
409991,4,F,es_transportation,28.86,0
435494,2,M,es_transportation,21.92,0
301670,1,F,es_transportation,7.91,0
128733,2,M,es_transportation,17.34,0
415241,0,F,es_health,192.05,0
558082,2,F,es_transportation,54.08,0
150437,3,M,es_transportation,15.79,0
527342,5,M,es_transportation,1.22,0
94502,2,F,es_transportation,13.57,0
136857,2,F,es_transportation,29.69,0
257122,2,F,es_transportation,42.52,0
228322,2,F,es_transportation,18.04,0
504598,2,F,es_transportation,59.53,0
53964,5,M,es_transportation,26.89,0
19364,3,F,es_fashion,39.59,0
259700,2,F,es_transportation,45.43,0
363764,4,F,es_transportation,32.23,0
358200,5,M,es_transportation,31.27,0
229646,4,M,es_food,45.27,0
188284,3,F,es_transportation,1.0997999999999999,0
194909,2,M,es_transportation,1.0997999999999999,0
208169,3,M,es_transportation,40.01,0
584620,3,F,es_transportation,28.35,0
177749,2,M,es_transportation,50.19,0
198105,3,F,es_fashion,23.94,0
270658,4,M,es_transportation,18.55,0
525251,1,M,es_transportation,4.19,0
315238,1,F,es_transportation,1.15,0
367864,3,F,es_transportation,14.17,0
180023,3,M,es_transportation,12.67,0
89058,2,M,es_transportation,29.51,0
435146,4,F,es_transportation,26.99,0
469469,2,M,es_transportation,40.43,0
554221,2,F,es_transportation,5.04,0
384024,4,F,es_transportation,24.95,0
219067,5,F,es_transportation,23.14,0
331568,2,F,es_transportation,59.24,0
